InvoiceTransID,Invoice Code,Invoice Date,CustomerID,ProductID,Units,MSRP,UnitPrice,ExtPrice
752,251,2026-03-04,9,1,7,14.99,13.99,97.93
751,251,2026-03-04,9,4,7,14.99,13.99,97.93
750,250,2026-03-04,6,9,13,14.99,13.99,181.87
756,252,2026-03-04,12,1,10,14.99,13.99,139.9
748,250,2026-03-04,6,6,13,27.99,25.99,337.87
746,249,2026-03-04,3,4,24,14.99,13.99,335.76
745,249,2026-03-04,3,2,21,14.99,13.99,293.79
744,249,2026-03-04,3,1,24,14.99,13.99,335.76
743,248,2026-03-04,11,7,8,9.99,8.99,71.92
742,248,2026-03-04,11,1,8,14.99,13.99,111.92
741,248,2026-03-04,11,9,9,14.99,13.99,125.91
747,249,2026-03-04,3,5,21,14.99,13.99,293.79
694,231,2026-02-25,7,5,4,14.99,13.99,55.96
701,234,2026-02-25,5,5,14,14.99,13.99,195.86
700,234,2026-02-25,5,2,13,14.99,13.99,181.87
699,233,2026-02-25,2,9,18,14.99,13.99,251.82
698,233,2026-02-25,2,4,19,14.99,13.99,265.81
697,233,2026-02-25,2,6,21,27.99,25.99,545.79
696,232,2026-02-25,10,1,10,14.99,13.99,139.9
695,232,2026-02-25,10,4,7,14.99,13.99,97.93
690,230,2026-02-25,4,4,10,14.99,13.99,139.9
693,231,2026-02-25,7,3,4,27.99,25.99,103.96
692,231,2026-02-25,7,6,8,27.99,25.99,207.92
691,230,2026-02-25,4,9,13,14.99,13.99,181.87
689,230,2026-02-25,4,2,13,14.99,13.99,181.87
688,230,2026-02-25,4,5,15,14.99,13.99,209.85
687,229,2026-02-25,1,9,13,14.99,13.99,181.87
686,229,2026-02-25,1,6,12,27.99,25.99,311.88
702,234,2026-02-25,5,1,9,14.99,13.99,125.91
703,235,2026-02-25,8,6,7,27.99,25.99,181.93
704,235,2026-02-25,8,9,8,14.99,13.99,111.92
713,238,2026-02-25,6,6,10,27.99,25.99,259.9
705,235,2026-02-25,8,5,9,14.99,13.99,125.91
719,240,2026-02-25,12,4,13,14.99,13.99,181.87
718,240,2026-02-25,12,1,6,14.99,13.99,83.94
717,240,2026-02-25,12,7,12,9.99,8.99,107.88
715,239,2026-02-25,9,5,5,14.99,13.99,69.95
714,239,2026-02-25,9,4,9,14.99,13.99,125.91
716,240,2026-02-25,12,9,6,14.99,13.99,83.94
712,238,2026-02-25,6,4,14,14.99,13.99,195.86
711,237,2026-02-25,3,3,13,27.99,25.99,337.87
710,237,2026-02-25,3,9,17,14.99,13.99,237.83
709,237,2026-02-25,3,2,16,14.99,13.99,223.84
708,236,2026-02-25,11,8,9,9.99,8.99,80.91
707,236,2026-02-25,11,4,6,14.99,13.99,83.94
706,236,2026-02-25,11,1,6,14.99,13.99,83.94
656,219,2026-02-18,7,9,9,14.99,13.99,125.91
664,222,2026-02-18,5,1,8,14.99,13.99,111.92
663,221,2026-02-18,2,1,17,14.99,13.99,237.83
662,221,2026-02-18,2,2,20,14.99,13.99,279.8
661,221,2026-02-18,2,3,20,27.99,25.99,519.8
660,221,2026-02-18,2,6,21,27.99,25.99,545.79
659,220,2026-02-18,10,8,7,9.99,8.99,62.93
658,220,2026-02-18,10,9,12,14.99,13.99,167.88
657,220,2026-02-18,10,1,7,14.99,13.99,97.93
647,217,2026-02-18,1,1,18,14.99,13.99,251.82
655,219,2026-02-18,7,6,5,27.99,25.99,129.95
654,219,2026-02-18,7,3,6,27.99,25.99,155.94
653,218,2026-02-18,4,6,13,27.99,25.99,337.87
652,218,2026-02-18,4,4,9,14.99,13.99,125.91
651,218,2026-02-18,4,9,14,14.99,13.99,195.86
649,217,2026-02-18,1,5,15,14.99,13.99,209.85
648,217,2026-02-18,1,6,19,27.99,25.99,493.81
666,222,2026-02-18,5,3,17,27.99,25.99,441.83
665,222,2026-02-18,5,4,12,14.99,13.99,167.88
650,217,2026-02-18,1,2,18,14.99,13.99,251.82
667,222,2026-02-18,5,6,12,27.99,25.99,311.88
677,226,2026-02-18,6,6,17,27.99,25.99,441.83
685,228,2026-02-18,12,8,7,9.99,8.99,62.93
683,228,2026-02-18,12,7,8,9.99,8.99,71.92
668,223,2026-02-18,8,1,5,14.99,13.99,69.95
682,227,2026-02-18,9,6,6,27.99,25.99,155.94
681,227,2026-02-18,9,3,10,27.99,25.99,259.9
680,226,2026-02-18,6,1,8,14.99,13.99,111.92
679,226,2026-02-18,6,5,12,14.99,13.99,167.88
678,226,2026-02-18,6,9,18,14.99,13.99,251.82
684,228,2026-02-18,12,1,12,14.99,13.99,167.88
676,225,2026-02-18,3,4,21,14.99,13.99,293.79
674,225,2026-02-18,3,5,20,14.99,13.99,279.8
673,224,2026-02-18,11,9,7,14.99,13.99,97.93
672,224,2026-02-18,11,1,11,14.99,13.99,153.89
671,224,2026-02-18,11,4,14,14.99,13.99,195.86
670,223,2026-02-18,8,6,9,27.99,25.99,233.91
669,223,2026-02-18,8,5,5,14.99,13.99,69.95
675,225,2026-02-18,3,2,24,14.99,13.99,335.76
620,207,2026-02-11,7,6,10,27.99,25.99,259.9
627,210,2026-02-11,5,2,9,14.99,13.99,125.91
626,210,2026-02-11,5,1,16,14.99,13.99,223.84
625,209,2026-02-11,2,5,14,14.99,13.99,195.86
624,209,2026-02-11,2,2,12,14.99,13.99,167.88
623,209,2026-02-11,2,9,17,14.99,13.99,237.83
622,208,2026-02-11,10,9,6,14.99,13.99,83.94
621,208,2026-02-11,10,1,8,14.99,13.99,111.92
616,206,2026-02-11,4,9,17,14.99,13.99,237.83
619,207,2026-02-11,7,2,6,14.99,13.99,83.94
618,207,2026-02-11,7,9,8,14.99,13.99,111.92
617,206,2026-02-11,4,6,8,27.99,25.99,207.92
615,206,2026-02-11,4,5,10,14.99,13.99,139.9
613,205,2026-02-11,1,5,13,14.99,13.99,181.87
612,205,2026-02-11,1,2,15,14.99,13.99,209.85
629,211,2026-02-11,8,4,8,14.99,13.99,111.92
628,210,2026-02-11,5,4,9,14.99,13.99,125.91
614,206,2026-02-11,4,2,13,14.99,13.99,181.87
630,211,2026-02-11,8,3,4,27.99,25.99,103.96
639,214,2026-02-11,6,1,17,14.99,13.99,237.83
645,216,2026-02-11,12,4,12,14.99,13.99,167.88
644,216,2026-02-11,12,7,14,9.99,8.99,125.86
643,216,2026-02-11,12,9,13,14.99,13.99,181.87
642,215,2026-02-11,9,3,9,27.99,25.99,233.91
641,215,2026-02-11,9,2,8,14.99,13.99,111.92
640,214,2026-02-11,6,3,10,27.99,25.99,259.9
646,216,2026-02-11,12,8,7,9.99,8.99,62.93
638,213,2026-02-11,3,1,19,14.99,13.99,265.81
633,212,2026-02-11,11,1,6,14.99,13.99,83.94
637,213,2026-02-11,3,6,23,27.99,25.99,597.77
632,212,2026-02-11,11,4,13,14.99,13.99,181.87
631,211,2026-02-11,8,5,7,14.99,13.99,97.93
634,212,2026-02-11,11,7,6,9.99,8.99,53.94
635,212,2026-02-11,11,9,13,14.99,13.99,181.87
636,213,2026-02-11,3,4,19,14.99,13.99,265.81
587,195,2026-02-04,7,9,9,14.99,13.99,125.91
594,197,2026-02-04,2,6,14,27.99,25.99,363.86
593,197,2026-02-04,2,1,20,14.99,13.99,279.8
592,197,2026-02-04,2,4,15,14.99,13.99,209.85
591,196,2026-02-04,10,1,6,14.99,13.99,83.94
590,196,2026-02-04,10,8,6,9.99,8.99,53.94
589,196,2026-02-04,10,7,8,9.99,8.99,71.92
588,195,2026-02-04,7,2,10,14.99,13.99,139.9
586,195,2026-02-04,7,3,4,27.99,25.99,103.96
579,193,2026-02-04,1,1,21,14.99,13.99,293.79
585,195,2026-02-04,7,5,9,14.99,13.99,125.91
584,194,2026-02-04,4,2,8,14.99,13.99,111.92
582,193,2026-02-04,1,5,17,14.99,13.99,237.83
581,193,2026-02-04,1,3,22,27.99,25.99,571.78
580,193,2026-02-04,1,4,18,14.99,13.99,251.82
595,198,2026-02-04,5,4,14,14.99,13.99,195.86
583,194,2026-02-04,4,6,15,27.99,25.99,389.85
596,198,2026-02-04,5,3,17,27.99,25.99,441.83
597,198,2026-02-04,5,5,10,14.99,13.99,139.9
605,202,2026-02-04,6,5,8,14.99,13.99,111.92
598,199,2026-02-04,8,6,8,27.99,25.99,207.92
611,204,2026-02-04,12,1,11,14.99,13.99,153.89
610,204,2026-02-04,12,9,6,14.99,13.99,83.94
609,203,2026-02-04,9,4,9,14.99,13.99,125.91
607,202,2026-02-04,6,3,12,27.99,25.99,311.88
606,202,2026-02-04,6,6,14,27.99,25.99,363.86
608,203,2026-02-04,9,1,4,14.99,13.99,55.96
604,201,2026-02-04,3,3,22,27.99,25.99,571.78
603,201,2026-02-04,3,9,13,14.99,13.99,181.87
602,200,2026-02-04,11,4,13,14.99,13.99,181.87
601,200,2026-02-04,11,7,13,9.99,8.99,116.87
600,199,2026-02-04,8,4,6,14.99,13.99,83.94
599,199,2026-02-04,8,1,7,14.99,13.99,97.93
553,184,2026-01-28,10,8,9,9.99,8.99,80.91
560,186,2026-01-28,5,2,8,14.99,13.99,111.92
559,186,2026-01-28,5,6,18,27.99,25.99,467.82
558,186,2026-01-28,5,9,18,14.99,13.99,251.82
557,185,2026-01-28,2,5,24,14.99,13.99,335.76
556,185,2026-01-28,2,2,22,14.99,13.99,307.78
555,185,2026-01-28,2,3,16,27.99,25.99,415.84
554,185,2026-01-28,2,9,21,14.99,13.99,293.79
546,181,2026-01-28,1,3,23,27.99,25.99,597.77
552,184,2026-01-28,10,9,10,14.99,13.99,139.9
551,183,2026-01-28,7,6,9,27.99,25.99,233.91
545,181,2026-01-28,1,5,16,14.99,13.99,223.84
549,182,2026-01-28,4,6,12,27.99,25.99,311.88
548,182,2026-01-28,4,9,14,14.99,13.99,195.86
547,181,2026-01-28,1,9,16,14.99,13.99,223.84
562,187,2026-01-28,8,1,9,14.99,13.99,125.91
561,186,2026-01-28,5,1,12,14.99,13.99,167.88
550,183,2026-01-28,7,5,10,14.99,13.99,139.9
563,187,2026-01-28,8,5,5,14.99,13.99,69.95
572,190,2026-01-28,6,3,9,27.99,25.99,233.91
564,187,2026-01-28,8,3,4,27.99,25.99,103.96
578,192,2026-01-28,12,1,10,14.99,13.99,139.9
577,192,2026-01-28,12,7,6,9.99,8.99,53.94
576,192,2026-01-28,12,9,12,14.99,13.99,167.88
574,191,2026-01-28,9,9,9,14.99,13.99,125.91
573,190,2026-01-28,6,1,10,14.99,13.99,139.9
575,191,2026-01-28,9,6,9,27.99,25.99,233.91
571,190,2026-01-28,6,6,15,27.99,25.99,389.85
570,189,2026-01-28,3,3,19,27.99,25.99,493.81
569,189,2026-01-28,3,9,16,14.99,13.99,223.84
568,189,2026-01-28,3,5,14,14.99,13.99,195.86
567,188,2026-01-28,11,1,14,14.99,13.99,195.86
566,188,2026-01-28,11,8,8,9.99,8.99,71.92
565,188,2026-01-28,11,7,9,9.99,8.99,80.91
516,171,2026-01-21,7,3,4,27.99,25.99,103.96
523,173,2026-01-21,2,1,17,14.99,13.99,237.83
522,173,2026-01-21,2,3,16,27.99,25.99,415.84
521,172,2026-01-21,10,4,6,14.99,13.99,83.94
520,172,2026-01-21,10,8,10,9.99,8.99,89.9
519,171,2026-01-21,7,4,9,14.99,13.99,125.91
518,171,2026-01-21,7,1,9,14.99,13.99,125.91
517,171,2026-01-21,7,2,10,14.99,13.99,139.9
508,169,2026-01-21,1,6,22,27.99,25.99,571.78
515,170,2026-01-21,4,1,18,14.99,13.99,251.82
514,170,2026-01-21,4,5,11,14.99,13.99,153.89
513,170,2026-01-21,4,4,9,14.99,13.99,125.91
512,170,2026-01-21,4,6,17,27.99,25.99,441.83
511,169,2026-01-21,1,3,17,27.99,25.99,441.83
510,169,2026-01-21,1,1,18,14.99,13.99,251.82
509,169,2026-01-21,1,4,20,14.99,13.99,279.8
526,174,2026-01-21,5,6,17,27.99,25.99,441.83
524,174,2026-01-21,5,4,16,14.99,13.99,223.84
525,174,2026-01-21,5,2,14,14.99,13.99,195.86
527,175,2026-01-21,8,9,4,14.99,13.99,55.96
536,177,2026-01-21,3,1,22,14.99,13.99,307.78
544,180,2026-01-21,12,9,9,14.99,13.99,125.91
543,180,2026-01-21,12,8,7,9.99,8.99,62.93
542,179,2026-01-21,9,3,6,27.99,25.99,155.94
541,179,2026-01-21,9,4,10,14.99,13.99,139.9
540,179,2026-01-21,9,6,7,27.99,25.99,181.93
538,178,2026-01-21,6,1,13,14.99,13.99,181.87
537,177,2026-01-21,3,4,20,14.99,13.99,279.8
539,178,2026-01-21,6,4,17,14.99,13.99,237.83
535,177,2026-01-21,3,6,16,27.99,25.99,415.84
531,176,2026-01-21,11,4,9,14.99,13.99,125.91
534,176,2026-01-21,11,1,13,14.99,13.99,181.87
529,175,2026-01-21,8,6,10,27.99,25.99,259.9
530,175,2026-01-21,8,5,7,14.99,13.99,97.93
528,175,2026-01-21,8,2,8,14.99,13.99,111.92
532,176,2026-01-21,11,8,13,9.99,8.99,116.87
533,176,2026-01-21,11,7,10,9.99,8.99,89.9
468,157,2026-01-14,1,1,15,14.99,13.99,209.85
485,162,2026-01-14,5,6,16,27.99,25.99,415.84
484,161,2026-01-14,2,6,21,27.99,25.99,545.79
483,161,2026-01-14,2,3,16,27.99,25.99,415.84
482,160,2026-01-14,10,8,10,9.99,8.99,89.9
481,160,2026-01-14,10,1,14,14.99,13.99,195.86
480,160,2026-01-14,10,4,11,14.99,13.99,153.89
479,160,2026-01-14,10,9,12,14.99,13.99,167.88
478,159,2026-01-14,7,5,5,14.99,13.99,69.95
469,157,2026-01-14,1,5,13,14.99,13.99,181.87
477,159,2026-01-14,7,4,7,14.99,13.99,97.93
476,159,2026-01-14,7,2,5,14.99,13.99,69.95
475,158,2026-01-14,4,3,15,27.99,25.99,389.85
474,158,2026-01-14,4,4,14,14.99,13.99,195.86
473,158,2026-01-14,4,2,12,14.99,13.99,167.88
472,158,2026-01-14,4,9,16,14.99,13.99,223.84
471,157,2026-01-14,1,9,13,14.99,13.99,181.87
470,157,2026-01-14,1,4,19,14.99,13.99,265.81
487,162,2026-01-14,5,2,13,14.99,13.99,181.87
486,162,2026-01-14,5,4,15,14.99,13.99,209.85
498,166,2026-01-14,6,6,8,27.99,25.99,207.92
488,162,2026-01-14,5,9,13,14.99,13.99,181.87
499,166,2026-01-14,6,2,10,14.99,13.99,139.9
489,163,2026-01-14,8,9,6,14.99,13.99,83.94
507,168,2026-01-14,12,1,11,14.99,13.99,153.89
505,168,2026-01-14,12,8,13,9.99,8.99,116.87
504,168,2026-01-14,12,4,7,14.99,13.99,97.93
503,167,2026-01-14,9,4,4,14.99,13.99,55.96
502,167,2026-01-14,9,1,7,14.99,13.99,97.93
501,167,2026-01-14,9,3,8,27.99,25.99,207.92
500,167,2026-01-14,9,5,4,14.99,13.99,55.96
506,168,2026-01-14,12,7,10,9.99,8.99,89.9
497,166,2026-01-14,6,4,15,14.99,13.99,209.85
490,163,2026-01-14,8,5,10,14.99,13.99,139.9
495,165,2026-01-14,3,3,19,27.99,25.99,493.81
494,164,2026-01-14,11,8,12,9.99,8.99,107.88
493,164,2026-01-14,11,9,9,14.99,13.99,125.91
492,163,2026-01-14,8,6,9,27.99,25.99,233.91
491,163,2026-01-14,8,4,5,14.99,13.99,69.95
496,165,2026-01-14,3,6,23,27.99,25.99,597.77
449,149,2026-01-07,2,3,16,27.99,25.99,415.84
448,149,2026-01-07,2,2,19,14.99,13.99,265.81
447,149,2026-01-07,2,1,23,14.99,13.99,321.77
446,148,2026-01-07,10,4,11,14.99,13.99,153.89
445,148,2026-01-07,10,8,11,9.99,8.99,98.89
444,148,2026-01-07,10,1,12,14.99,13.99,167.88
443,147,2026-01-07,7,5,10,14.99,13.99,139.9
440,146,2026-01-07,4,1,18,14.99,13.99,251.82
442,147,2026-01-07,7,2,9,14.99,13.99,125.91
441,147,2026-01-07,7,3,7,27.99,25.99,181.93
439,146,2026-01-07,4,5,16,14.99,13.99,223.84
438,146,2026-01-07,4,3,15,27.99,25.99,389.85
437,146,2026-01-07,4,9,10,14.99,13.99,139.9
436,145,2026-01-07,1,2,12,14.99,13.99,167.88
451,150,2026-01-07,5,9,15,14.99,13.99,209.85
450,149,2026-01-07,2,4,22,14.99,13.99,307.78
461,154,2026-01-07,6,6,11,27.99,25.99,285.89
452,150,2026-01-07,5,5,9,14.99,13.99,125.91
462,154,2026-01-07,6,4,12,14.99,13.99,167.88
434,145,2026-01-07,1,1,21,14.99,13.99,293.79
467,156,2026-01-07,12,4,10,14.99,13.99,139.9
466,156,2026-01-07,12,1,8,14.99,13.99,111.92
465,155,2026-01-07,9,4,7,14.99,13.99,97.93
464,155,2026-01-07,9,3,9,27.99,25.99,233.91
463,154,2026-01-07,6,1,16,14.99,13.99,223.84
460,153,2026-01-07,3,3,24,27.99,25.99,623.76
453,150,2026-01-07,5,1,13,14.99,13.99,181.87
459,153,2026-01-07,3,5,21,14.99,13.99,293.79
458,152,2026-01-07,11,8,6,9.99,8.99,53.94
457,152,2026-01-07,11,9,12,14.99,13.99,167.88
456,151,2026-01-07,8,4,10,14.99,13.99,139.9
455,151,2026-01-07,8,1,8,14.99,13.99,111.92
454,151,2026-01-07,8,3,10,27.99,25.99,259.9
435,145,2026-01-07,1,6,21,27.99,25.99,545.79
433,145,2026-01-07,1,3,22,27.99,25.99,571.78
406,135,2025-03-26,7,6,9,27.99,25.99,233.91
415,139,2025-03-26,8,2,6,14.99,13.99,83.94
413,139,2025-03-26,8,3,6,27.99,25.99,155.94
412,138,2025-03-26,5,4,17,14.99,13.99,237.83
410,137,2025-03-26,2,9,13,14.99,13.99,181.87
409,137,2025-03-26,2,2,20,14.99,13.99,279.8
408,136,2025-03-26,10,9,7,14.99,13.99,97.93
407,136,2025-03-26,10,4,10,14.99,13.99,139.9
405,135,2025-03-26,7,5,8,14.99,13.99,111.92
404,135,2025-03-26,7,3,4,27.99,25.99,103.96
403,134,2025-03-26,4,4,17,14.99,13.99,237.83
402,134,2025-03-26,4,2,12,14.99,13.99,167.88
401,134,2025-03-26,4,9,15,14.99,13.99,209.85
400,134,2025-03-26,4,5,15,14.99,13.99,209.85
399,133,2025-03-26,1,5,18,14.99,13.99,251.82
398,133,2025-03-26,1,1,24,14.99,13.99,335.76
432,144,2025-03-26,12,7,11,9.99,8.99,98.89
414,139,2025-03-26,8,1,9,14.99,13.99,125.91
411,138,2025-03-26,5,1,15,14.99,13.99,209.85
416,140,2025-03-26,11,8,10,9.99,8.99,89.9
424,142,2025-03-26,6,5,12,14.99,13.99,167.88
431,144,2025-03-26,12,1,12,14.99,13.99,167.88
430,144,2025-03-26,12,8,6,9.99,8.99,53.94
429,143,2025-03-26,9,4,8,14.99,13.99,111.92
428,143,2025-03-26,9,3,8,27.99,25.99,207.92
427,143,2025-03-26,9,6,6,27.99,25.99,155.94
417,140,2025-03-26,11,1,9,14.99,13.99,125.91
425,142,2025-03-26,6,6,15,27.99,25.99,389.85
426,142,2025-03-26,6,9,9,14.99,13.99,125.91
423,141,2025-03-26,3,3,14,27.99,25.99,363.86
422,141,2025-03-26,3,9,12,14.99,13.99,167.88
421,141,2025-03-26,3,6,13,27.99,25.99,337.87
420,141,2025-03-26,3,2,14,14.99,13.99,195.86
419,140,2025-03-26,11,9,7,14.99,13.99,97.93
418,140,2025-03-26,11,7,12,9.99,8.99,107.88
376,126,2025-03-19,5,6,15,27.99,25.99,389.85
367,123,2025-03-19,7,5,7,14.99,13.99,97.93
375,126,2025-03-19,5,5,11,14.99,13.99,153.89
374,125,2025-03-19,2,2,13,14.99,13.99,181.87
373,125,2025-03-19,2,6,17,27.99,25.99,441.83
372,124,2025-03-19,10,4,9,14.99,13.99,125.91
371,124,2025-03-19,10,8,10,9.99,8.99,89.9
369,124,2025-03-19,10,7,10,9.99,8.99,89.9
368,123,2025-03-19,7,6,9,27.99,25.99,233.91
370,124,2025-03-19,10,9,10,14.99,13.99,139.9
366,123,2025-03-19,7,4,6,14.99,13.99,83.94
